trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
413,False,"{'a': 0.5, 'e': 0.12879559657756257}",25,14,12.181716782881681,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.12533323356430404}",20,16,6.49566872120062,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.12186934340514748}",20,11,8.78501864183209,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
416,False,"{'a': 0.5, 'e': 0.11840396830650095}",25,15,-35.27286402625971,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
417,False,"{'a': 0.5, 'e': 0.1149371504928666}",20,12,16.10521613962865,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.11146893220632524}",30,23,12.340629115771574,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.5, 'e': 0.1079993557060226}",20,12,-25.72892115971986,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
420,False,"{'a': 0.5, 'e': 0.10452846326765344}",25,18,7.68577458676567,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.10105629718294631}",35,20,28.051328079017573,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.09758289975914944}",20,10,20.431903401779707,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.09410831331851428}",20,14,11.489489653093393,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.0906325801977799}",30,19,23.111182117335076,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.08715574274765812}",20,10,19.277485034236857,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.08367784333231544}",20,10,10.504310184817086,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.08019892432885886}",20,12,2.6700920648317386,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.07671902812681858}",30,13,30.27234413823762,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.0732381971276314}",20,16,7.335987163351116,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.06975647374412523}",20,15,9.189868927863351,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.06627390040000007}",20,14,10.179939558918317,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.06279051952931329}",20,11,19.1296804820692,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.059306373575961545}",20,14,13.87488648047958,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.05582150499316372}",35,18,32.349571547448036,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.052335956242943966}",20,13,15.223800546909718,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.04884976979561317}",20,14,10.618369956681756,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.045362988129253684}",20,16,7.665028854341398,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.041875653729199526}",20,12,12.3053899592565,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.038387809087519834}",20,9,10.59777857801684,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.03489949670250108}",30,13,38.36648933707704,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.03141075907812818}",25,17,17.31327199159283,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.5, 'e': 0.02792163872356876}",25,18,13.765588149737585,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.5, 'e': 0.024432178152653028}",20,13,14.547925232261743,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.02094241988335683}",20,14,11.70547922493191,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.0174524064372836}",25,17,12.650624890030526,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.013962180339145352}",30,20,15.227978214693524,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.010471784116245646}",20,16,9.334030453768385,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.006981260297961402}",25,13,24.363301170229317,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.003490651415223576}",20,16,9.091068015963984,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,17,16.33667174539105,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,17,16.312380710384943,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,16,6.683297918008895,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,19,21.983806476250713,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,16,7.3328751422190095,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",30,20,20.336899178501227,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,14,23.18715324537842,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,15,17.7873154899242,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",35,26,16.648154879926945,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,12,14.087851644252394,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
